NM Volt Ampere Efficiency RotationsPerMinute Power
4.232999999999996 11.27301 2.20625 0.91675 4242.65401 80.99405
4.320999999999996 12.08502 2.18609 1.9001 4242.84262 81.88032
4.334999999999996 12.47344 1.36174 1.02592 4243.38923 82.33324
4.334999999999996 12.66525 0.99388 0.86962 4243.8964 82.86589
4.377999999999997 13.29034 0.60651 0.0959 4244.71682 83.23283
4.396999999999997 14.25412 1.33124 1.02166 4244.85473 83.55187
4.413999999999997 14.77692 1.61388 0.71437 4245.71942 84.30731
4.491999999999997 14.30719 2.1582 1.57164 4246.54084 85.15619
4.527999999999997 14.09951 2.90842 1.1235 4247.44899 85.33742
4.5639999999999965 13.79851 3.8734 0.91363 4248.00575 85.41089
4.578999999999996 13.19835 4.28204 0.16246 4248.37102 85.64264
4.615999999999996 12.35157 4.45748 1.08895 4248.54826 85.66089
4.6569999999999965 11.60066 5.22665 0.85518 4249.11445 86.36481
4.694999999999997 11.49276 6.20714 0.07105 4249.14714 87.30489
4.786999999999996 10.57859 6.52085 1.04603 4249.89046 87.68721
4.827999999999997 11.32669 6.8664 0.13008 4250.19536 88.65389
4.9229999999999965 11.57889 7.15447 0.87933 4250.25225 89.41644
5.008999999999997 11.90032 7.96581 -0.02303 4250.61461 90.05945
5.074999999999997 12.16762 8.91119 0.63752 4251.24374 91.05102
5.150999999999996 12.55454 9.859 -0.23725 4252.20443 91.16862
5.184999999999996 12.89819 9.67146 0.14503 4252.3848 91.24787
5.201999999999996 13.03335 9.30188 0.50778 4252.75731 91.94877
5.285999999999996 13.69489 8.45508 -0.04968 4253.61283 92.18335
5.288999999999996 14.03342 8.09688 0.126 4253.66503 92.74416
5.3539999999999965 14.37049 7.2077 0.82163 4254.15973 93.41481
5.408999999999996 13.48842 6.54573 0.23654 4254.43617 93.96136
5.450999999999996 12.65696 6.06944 0.04696 4255.03403 94.24327
5.488999999999996 12.52329 5.4622 0.84513 4255.22256 95.12397
5.519999999999996 11.92094 4.8519 -0.07764 4255.48182 95.41963
5.593999999999996 11.11479 3.98736 -0.05749 4256.22349 95.56345
5.6619999999999955 10.23324 3.58739 -0.02401 4256.28815 96.40732
5.706999999999995 10.67983 2.76486 0.3167 4257.05989 96.53015
5.761999999999995 11.33856 1.93939 -0.63754 4257.71055 97.47176
5.852999999999995 11.48352 1.02232 0.14322 4257.98856 97.77213
5.9359999999999955 11.99713 0.46861 0.61758 4258.18301 98.22983
5.982999999999995 12.40519 0.96955 -0.159 4259.14467 98.45667
6.013999999999995 12.45292 1.35557 0.4567 4260.08375 99.05576
6.103999999999995 12.94586 1.45244 -0.08908 4260.33224 99.58038
6.154999999999995 13.92956 1.91605 0.68483 4260.65645 99.8218
6.178999999999995 14.28094 2.59373 -0.2354 4261.30694 100.55664
6.210999999999995 14.43238 3.46526 0.27562 4261.96139 100.60327
6.220999999999995 13.74129 3.99488 0.46066 4262.38959 101.17327
6.303999999999995 13.49345 4.06625 0.76146 4263.24988 101.89747
6.391999999999995 12.85053 4.09801 0.94699 4264.12387 101.90778
6.487999999999995 12.49334 4.87433 0.77339 4264.26587 102.54091
6.556999999999995 12.41069 5.22332 0.08578 4265.08587 102.75289
6.643999999999995 12.1283 5.97373 0.65352 4265.57273 103.42097
6.712999999999995 11.32269 6.42829 0.0101 4265.8964 104.27381
6.789999999999995 11.01279 7.26783 0.45069 4265.97121 104.43015
6.816999999999995 10.24128 8.11963 -0.16123 4266.03323 104.68191
6.817999999999995 11.19343 8.29755 0.6804 4266.12971 105.24107
6.865999999999995 11.40817 8.53696 -0.15966 4266.45522 105.48094
6.8719999999999954 11.42842 8.55511 0.40204 4267.30102 106.05456
6.933999999999996 12.1432 9.21085 0.89718 4267.86879 106.50741
6.941999999999996 12.61316 9.61008 0.2828 4268.1148 107.06507
6.964999999999995 13.16742 9.94457 1.13361 4269.08174 107.98965
6.993999999999995 13.82677 9.15669 0.64681 4269.53763 108.50679
7.062999999999995 14.76262 8.34402 1.53741 4269.56926 109.26476
7.074999999999995 13.76636 7.7924 1.23701 4270.1112 110.22279
7.133999999999995 12.87373 6.83681 0.97916 4271.04905 111.18048
7.198999999999995 12.41354 6.12191 0.40196 4271.16083 111.46721
7.2099999999999955 11.76581 5.28913 0.88753 4271.30479 111.74713
7.303999999999996 11.70644 4.96325 0.93826 4271.84689 112.74418
7.319999999999996 11.12168 4.81976 0.49347 4272.58458 113.10617
7.368999999999996 10.22974 4.42095 0.25709 4272.91701 113.22216
7.380999999999996 10.94252 3.59455 0.68362 4273.43657 113.84764
7.460999999999996 11.31319 2.61192 -0.01463 4273.91156 114.60598
7.481999999999996 11.43779 1.87824 0.24356 4274.13987 115.22778
7.556999999999996 11.86294 1.03704 0.54128 4274.53878 115.51879
7.567999999999996 12.1847 0.06262 0.73049 4274.95237 116.45429
7.583999999999996 12.3266 0.5948 -0.10603 4275.63475 117.29711
7.611999999999996 12.73083 1.45437 0.52682 4276.53847 118.02429
7.634999999999995 13.33112 2.08627 0.86992 4277.05731 118.099
7.727999999999995 13.51816 2.37874 -0.07927 4277.53843 118.58078
7.8269999999999955 13.7309 2.56923 -0.02742 4277.59973 119.31703
7.883999999999996 14.65818 3.04871 0.27556 4278.54138 119.63722
7.928999999999996 14.90784 3.95229 0.87239 4278.66389 120.61001
8.020999999999995 14.62836 4.86771 0.91493 4279.15316 121.14251
8.095999999999995 13.72087 5.42875 0.41673 4279.70127 121.82265
8.175999999999995 13.11996 5.66645 0.25795 4279.95495 122.57988
8.259999999999994 12.51318 6.57885 0.1939 4280.90429 122.88677
8.278999999999995 11.99742 7.04352 0.75202 4281.60134 123.81537
8.286999999999994 11.18248 7.17006 0.10615 4282.48699 124.19046
8.329999999999993 11.0303 7.65506 0.51584 4283.2936 124.83913
8.408999999999994 10.86924 7.93773 -0.25758 4283.37957 125.70053
8.503999999999994 10.60591 8.63484 0.20766 4283.51128 126.66178
8.505999999999995 10.52736 8.94337 0.77098 4283.6852 126.69199
8.578999999999995 11.33481 9.21786 0.37812 4284.50229 126.72469
8.599999999999996 12.18377 8.33827 1.2183 4285.2438 127.2191
8.636999999999997 12.41024 7.79179 0.96794 4285.50107 127.37767
8.709999999999997 12.85738 6.79434 0.79707 4286.21795 127.91169
8.808999999999997 13.1386 6.65335 0.74762 4287.01689 128.23078
8.846999999999998 13.89694 6.27595 1.69054 4287.2336 128.67698
8.907999999999998 14.13353 5.77192 0.69832 4287.99331 129.14666
8.973999999999998 14.83797 4.78512 0.41782 4288.23128 129.84581
8.975999999999999 14.17955 4.14805 0.16985 4289.19181 129.96919
9.072999999999999 13.93261 3.36951 0.87899 4289.6064 130.66091
9.166999999999998 13.24003 2.85887 0.74278 4289.65394 130.80396
9.244999999999997 13.1215 2.12825 1.69648 4290.62774 131.77201
9.295999999999998 13.00026 1.8523 1.00027 4291.18114 132.58032
9.319999999999997 12.1284 1.72978 0.54424 4292.01059 133.06121
9.347999999999997 11.2705 1.16441 0.09953 4292.68335 133.48752
9.425999999999997 10.64457 1.01197 0.96534 4293.12536 134.0465
9.488999999999997 10.61843 0.63105 0.14652 4293.66536 134.95705
9.499999999999996 10.22553 0.32426 0.01231 4293.9218 135.77977
9.512999999999996 10.50827 1.0675 0.90963 4294.79441 136.18876
9.550999999999997 11.25686 1.47804 0.75995 4295.27801 136.79292
9.591999999999997 11.40489 1.93352 0.68518 4295.61441 137.32637
9.591999999999997 11.84605 2.05045 1.42503 4295.87761 138.26855
9.637999999999996 11.98425 2.20387 0.51703 4296.08912 138.73533
9.650999999999996 12.60482 2.82369 0.15386 4296.75026 139.55354
9.735999999999997 12.8291 3.6506 0.31576 4297.20014 140.31696
9.776999999999997 12.9435 4.64267 -0.44984 4297.99389 140.52208
9.793999999999997 13.56559 5.20289 0.42258 4298.72822 141.1981
9.812999999999997 14.43767 5.39724 0.8332 4298.99044 141.34273
9.829999999999997 14.7542 5.94777 0.39619 4299.1949 141.82892
9.906999999999996 14.18004 6.57885 0.0405 4299.20552 142.26415
9.910999999999996 14.01623 6.75702 0.76186 4299.59068 142.72704
9.938999999999997 13.89324 7.18289 0.38548 4299.71625 142.88793
9.992999999999997 13.02016 7.31242 0.86289 4300.52894 143.01883
